year,season,season_link,winner,musical,musical_link,book,book_link,music,music_link,lyrics,lyrics_link
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,The Civil War,https://en.wikipedia.org/wiki/The_Civil_War_(musical),Gregory Boyd &Frank Wildhorn,https://en.wikipedia.org/wiki/Frank_Wildhorn,Wildhorn,,Jack Murphy,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,It Ain't Nothin' But the Blues,https://en.wikipedia.org/wiki/It_Ain%27t_Nothin%27_But_the_Blues,"Charles Bevel,Lita Gaithers, Randal Myler,Ron Taylor& Dan Wheetman",https://en.wikipedia.org/wiki/Lita_Gaithers,Various,,Various,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Parade,https://en.wikipedia.org/wiki/Parade_(musical),Alfred Uhry,https://en.wikipedia.org/wiki/Alfred_Uhry,Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown,Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,The Wild Party,https://en.wikipedia.org/wiki/The_Wild_Party_(LaChiusa_musical),Michael John LaChiusa&George C. Wolfe,https://en.wikipedia.org/wiki/Michael_John_LaChiusa,LaChiusa,,LaChiusa,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Swing!,https://en.wikipedia.org/wiki/Swing!,Paul Kelley,,Various,,Various,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,James Joyce's The Dead,https://en.wikipedia.org/wiki/James_Joyce%27s_The_Dead,Richard Nelson,https://en.wikipedia.org/wiki/Richard_Nelson_(playwright),Shaun Davey,https://en.wikipedia.org/wiki/Shaun_Davey,Davey & Nelson,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,True,Contact,https://en.wikipedia.org/wiki/Contact_(musical),John Weidman,https://en.wikipedia.org/wiki/John_Weidman,Various,,Various,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,True,The Producers,https://en.wikipedia.org/wiki/The_Producers_(musical),Mel Brooks&Thomas Meehan,https://en.wikipedia.org/wiki/Mel_Brooks,Brooks,,Brooks,
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,A Class Act,https://en.wikipedia.org/wiki/A_Class_Act,Linda Kline &Lonny Price,https://en.wikipedia.org/wiki/Lonny_Price,Ed Kleban,https://en.wikipedia.org/wiki/Edward_Kleban,Ed Kleban,https://en.wikipedia.org/wiki/Edward_Kleban
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,The Full Monty,https://en.wikipedia.org/wiki/The_Full_Monty_(musical),Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Jane Eyre,https://en.wikipedia.org/wiki/Jane_Eyre_(musical),John Caird,https://en.wikipedia.org/wiki/John_Caird_(director),Paul Gordon,,Caird & Gordon,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,True,Thoroughly Modern Millie,https://en.wikipedia.org/wiki/Thoroughly_Modern_Millie_(musical),Richard Morris &Dick Scanlan,https://en.wikipedia.org/wiki/Dick_Scanlan,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Scanlan,
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Mamma Mia!,https://en.wikipedia.org/wiki/Mamma_Mia!,Catherine Johnson,https://en.wikipedia.org/wiki/Catherine_Johnson_(playwright),Benny Andersson&Björn Ulvaeus,https://en.wikipedia.org/wiki/Benny_Andersson,Benny Andersson&Björn Ulvaeus,https://en.wikipedia.org/wiki/Benny_Andersson
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Sweet Smell of Success,https://en.wikipedia.org/wiki/Sweet_Smell_of_Success_(musical),John Guare,https://en.wikipedia.org/wiki/John_Guare,Marvin Hamlisch,https://en.wikipedia.org/wiki/Marvin_Hamlisch,Craig Carnelia,https://en.wikipedia.org/wiki/Craig_Carnelia
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Urinetown,https://en.wikipedia.org/wiki/Urinetown,Greg Kotis,https://en.wikipedia.org/wiki/Greg_Kotis,Mark Hollman,https://en.wikipedia.org/wiki/Mark_Hollmann,Hollmann & Kotis,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Hairspray,https://en.wikipedia.org/wiki/Hairspray_(musical),Thomas Meehan&Mark O'Donnell,https://en.wikipedia.org/wiki/Thomas_Meehan_(Writer),Marc Shaiman,https://en.wikipedia.org/wiki/Marc_Shaiman,Shaiman &Scott Wittman,https://en.wikipedia.org/wiki/Scott_Wittman
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Amour,https://en.wikipedia.org/wiki/Amour_(musical),Jeremy Sams&Didier Van Cauwelaert,https://en.wikipedia.org/wiki/Jeremy_Sams,Michel Legrand,https://en.wikipedia.org/wiki/Michel_Legrand,Sams & Van Cauwelaert,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,A Year with Frog and Toad,https://en.wikipedia.org/wiki/A_Year_with_Frog_and_Toad,Willie Reale,https://en.wikipedia.org/wiki/Willie_Reale,Robert Reale,https://en.wikipedia.org/wiki/Robert_Reale,W. Reale,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Movin' Out,https://en.wikipedia.org/wiki/Movin%27_Out_(musical),Twyla Tharp,https://en.wikipedia.org/wiki/Twyla_Tharp,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Wicked,https://en.wikipedia.org/wiki/Wicked_(musical),Winnie Holzman,https://en.wikipedia.org/wiki/Winnie_Holzman,Stephen Schwartz,https://en.wikipedia.org/wiki/Stephen_Schwartz_(composer),Stephen Schwartz,https://en.wikipedia.org/wiki/Stephen_Schwartz_(composer)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,"Caroline, or Change","https://en.wikipedia.org/wiki/Caroline,_or_Change",Tony Kushner,https://en.wikipedia.org/wiki/Tony_Kushner,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Kushner,
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Avenue Q,https://en.wikipedia.org/wiki/Avenue_Q,Jeff Whitty,https://en.wikipedia.org/wiki/Jeff_Whitty,Robert Lopez&Jeff Marx,https://en.wikipedia.org/wiki/Robert_Lopez,Robert Lopez&Jeff Marx,https://en.wikipedia.org/wiki/Robert_Lopez
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,The Boy from Oz,https://en.wikipedia.org/wiki/The_Boy_from_Oz,Martin Sherman,https://en.wikipedia.org/wiki/Martin_Sherman,Peter Allen,https://en.wikipedia.org/wiki/Peter_Allen_(musician),Peter Allen,https://en.wikipedia.org/wiki/Peter_Allen_(musician)
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Spamalot,https://en.wikipedia.org/wiki/Spamalot,Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,John Du Prez& Idle,https://en.wikipedia.org/wiki/John_Du_Prez,Idle,
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical),Jeffrey Lane,https://en.wikipedia.org/wiki/Jeffrey_Lane,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical),Craig Lucas,https://en.wikipedia.org/wiki/Craig_Lucas,Adam Guettel,https://en.wikipedia.org/wiki/Adam_Guettel,Adam Guettel,https://en.wikipedia.org/wiki/Adam_Guettel
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee,Rachel Sheinkin,,William Finn,https://en.wikipedia.org/wiki/William_Finn,William Finn,https://en.wikipedia.org/wiki/William_Finn
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,Jersey Boys,https://en.wikipedia.org/wiki/Jersey_Boys,Marshall Brickman&Rick Elice,https://en.wikipedia.org/wiki/Marshall_Brickman,Bob Crewe&Bob Gaudio,https://en.wikipedia.org/wiki/Bob_Crewe,Bob Crewe&Bob Gaudio,https://en.wikipedia.org/wiki/Bob_Crewe
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Color Purple,https://en.wikipedia.org/wiki/The_Color_Purple_(musical),Marsha Norman,https://en.wikipedia.org/wiki/Marsha_Norman,"Stephen Bray,Brenda Russell&Allee Willis",https://en.wikipedia.org/wiki/Stephen_Bray,"Stephen Bray,Brenda Russell&Allee Willis",https://en.wikipedia.org/wiki/Stephen_Bray
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone,Bob Martin&Don McKellar,https://en.wikipedia.org/wiki/Bob_Martin_(comedian),Lisa Lambert&Greg Morrison,https://en.wikipedia.org/wiki/Lisa_Lambert,Lisa Lambert&Greg Morrison,https://en.wikipedia.org/wiki/Lisa_Lambert
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Wedding Singer,https://en.wikipedia.org/wiki/The_Wedding_Singer_(musical),Chad Beguelin&Tim Herlihy,https://en.wikipedia.org/wiki/Chad_Beguelin,Matthew Sklar,https://en.wikipedia.org/wiki/Matthew_Sklar,Beguelin,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical),Steven Sater,https://en.wikipedia.org/wiki/Steven_Sater,Duncan Sheik,https://en.wikipedia.org/wiki/Duncan_Sheik,Sater,
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Curtains,https://en.wikipedia.org/wiki/Curtains_(musical),Rupert Holmes,https://en.wikipedia.org/wiki/Rupert_Holmes,John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical),Doug Wright,https://en.wikipedia.org/wiki/Doug_Wright,Scott Frankel,https://en.wikipedia.org/wiki/Scott_Frankel,Michael Korie,https://en.wikipedia.org/wiki/Michael_Korie
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Mary Poppins,https://en.wikipedia.org/wiki/Mary_Poppins_(musical),Julian Fellowes,https://en.wikipedia.org/wiki/Julian_Fellowes,"Anthony Drewe,Sherman Brothers&George Stiles",https://en.wikipedia.org/wiki/Anthony_Drewe,"Anthony Drewe,Sherman Brothers&George Stiles",https://en.wikipedia.org/wiki/Anthony_Drewe
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Xanadu,https://en.wikipedia.org/wiki/Xanadu_(musical),Douglas Carter Beane,https://en.wikipedia.org/wiki/Douglas_Carter_Beane,John Farrar&Jeff Lynne,https://en.wikipedia.org/wiki/John_Farrar,John Farrar&Jeff Lynne,https://en.wikipedia.org/wiki/John_Farrar
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Passing Strange,https://en.wikipedia.org/wiki/Passing_Strange_(musical),Stew,https://en.wikipedia.org/wiki/Stew_(musician),Heidi Rodewald & Stew,,Stew,
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Cry-Baby,https://en.wikipedia.org/wiki/Cry-Baby_(musical),Thomas Meehan&Mark O'Donnell,https://en.wikipedia.org/wiki/Thomas_Meehan_(writer),Adam Schlesinger,https://en.wikipedia.org/wiki/Adam_Schlesinger,David Javerbaum,https://en.wikipedia.org/wiki/David_Javerbaum
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,In the Heights*,https://en.wikipedia.org/wiki/In_the_Heights,Quiara Alegría Hudes,https://en.wikipedia.org/wiki/Quiara_Alegr%C3%ADa_Hudes,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,Lee Hall,https://en.wikipedia.org/wiki/Lee_Hall_(playwright),Elton John,https://en.wikipedia.org/wiki/Elton_John,Hall,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Next to Normal†,https://en.wikipedia.org/wiki/Next_to_Normal,Brian Yorkey,https://en.wikipedia.org/wiki/Brian_Yorkey,Tom Kitt,https://en.wikipedia.org/wiki/Tom_Kitt_(musician),Yorkey,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Rock of Ages,https://en.wikipedia.org/wiki/Rock_of_Ages_(musical),Chris D'Arienzo,,Various,,Various,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Shrek The Musical,https://en.wikipedia.org/wiki/Shrek_The_Musical,David Lindsay-Abaire,https://en.wikipedia.org/wiki/David_Lindsay-Abaire,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Lindsay-Abaire,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Memphis,https://en.wikipedia.org/wiki/Memphis_(musical),Joe DiPietro,https://en.wikipedia.org/wiki/Joe_DiPietro,David Bryan,https://en.wikipedia.org/wiki/David_Bryan,Bryan & DiPietro,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,American Idiot,https://en.wikipedia.org/wiki/American_Idiot_(musical),Billie Joe Armstrong&Michael Mayer,https://en.wikipedia.org/wiki/Billie_Joe_Armstrong,Green Day,https://en.wikipedia.org/wiki/Green_Day,Armstrong,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Fela!,https://en.wikipedia.org/wiki/Fela!,Bill T. Jones& Jim Lewis,https://en.wikipedia.org/wiki/Bill_T._Jones,Fela Kuti,https://en.wikipedia.org/wiki/Fela_Kuti,Fela Kuti,https://en.wikipedia.org/wiki/Fela_Kuti
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Million Dollar Quartet,https://en.wikipedia.org/wiki/Million_Dollar_Quartet_(musical),Colin Escott &Floyd Mutrux,https://en.wikipedia.org/wiki/Floyd_Mutrux,Various,,Various,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,The Book of Mormon,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical),"Robert Lopez,Trey Parker&Matt Stone",https://en.wikipedia.org/wiki/Robert_Lopez,"Robert Lopez,Trey Parker&Matt Stone",https://en.wikipedia.org/wiki/Robert_Lopez,"Robert Lopez,Trey Parker&Matt Stone",https://en.wikipedia.org/wiki/Robert_Lopez
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Catch Me If You Can,https://en.wikipedia.org/wiki/Catch_Me_If_You_Can_(musical),Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally,Marc Shaiman,https://en.wikipedia.org/wiki/Marc_Shaiman,Shaiman &Scott Wittman,https://en.wikipedia.org/wiki/Scott_Wittman
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,The Scottsboro Boys,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical),David Thompson,https://en.wikipedia.org/wiki/David_Thompson_(writer),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Sister Act,https://en.wikipedia.org/wiki/Sister_Act_(musical),"Bill Steinkellner, Cheri Steinkellner&Douglas Carter Beane",https://en.wikipedia.org/wiki/Bill_and_Cheri_Steinkellner,Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Glenn Slater,https://en.wikipedia.org/wiki/Glenn_Slater
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Newsies,https://en.wikipedia.org/wiki/Newsies_(musical),Harvey Fierstein,https://en.wikipedia.org/wiki/Harvey_Fierstein,Menken,,Jack Feldman,https://en.wikipedia.org/wiki/Jack_Feldman_(songwriter)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Nice Work If You Can Get It,https://en.wikipedia.org/wiki/Nice_Work_If_You_Can_Get_It_(musical),Joe DiPietro,https://en.wikipedia.org/wiki/Joe_DiPietro,George Gershwin,https://en.wikipedia.org/wiki/George_Gershwin,Ira Gershwin,https://en.wikipedia.org/wiki/Ira_Gershwin
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Once,https://en.wikipedia.org/wiki/Once_(musical),Enda Walsh,https://en.wikipedia.org/wiki/Enda_Walsh,Glen Hansard&Markéta Irglová,https://en.wikipedia.org/wiki/Glen_Hansard,Glen Hansard&Markéta Irglová,https://en.wikipedia.org/wiki/Glen_Hansard
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Leap of Faith,https://en.wikipedia.org/wiki/Leap_of_Faith_(musical),Janus Cercone&Glenn Slater,https://en.wikipedia.org/wiki/Janus_Cercone,Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Slater,
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical),Harvey Fierstein,https://en.wikipedia.org/wiki/Harvey_Fierstein,Cyndi Lauper,https://en.wikipedia.org/wiki/Cyndi_Lauper,Cyndi Lauper,https://en.wikipedia.org/wiki/Cyndi_Lauper
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Bring It On: The Musical,https://en.wikipedia.org/wiki/Bring_It_On:_The_Musical,Jeff Whitty,https://en.wikipedia.org/wiki/Jeff_Whitty,Tom Kitt&Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Tom_Kitt_(musician),Amanda Green& Miranda,https://en.wikipedia.org/wiki/Amanda_Green
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,A Christmas Story: The Musical,https://en.wikipedia.org/wiki/A_Christmas_Story:_The_Musical,Joseph Robinette,,Benj Pasek & Justin Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul,Benj Pasek & Justin Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical,Dennis Kelly,https://en.wikipedia.org/wiki/Dennis_Kelly,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,A Gentleman's Guide to Love and Murder,https://en.wikipedia.org/wiki/A_Gentleman%27s_Guide_to_Love_and_Murder,Robert L. Freedman,https://en.wikipedia.org/wiki/Robert_L._Freedman,Steven Lutvak,https://en.wikipedia.org/wiki/Steven_Lutvak,Freedman & Lutvak,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,After Midnight,https://en.wikipedia.org/wiki/After_Midnight_(musical),Jack Viertel,,Various,,Various,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Aladdin,https://en.wikipedia.org/wiki/Aladdin_(2011_musical),Chad Beguelin,https://en.wikipedia.org/wiki/Chad_Beguelin,Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,"Howard Ashman, Beguelin &Tim Rice",https://en.wikipedia.org/wiki/Howard_Ashman
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Beautiful: The Carole King Musical,https://en.wikipedia.org/wiki/Beautiful:_The_Carole_King_Musical,Douglas McGrath,https://en.wikipedia.org/wiki/Douglas_McGrath,"Gerry Goffin,Carole King,Barry Mann&Cynthia Weil",https://en.wikipedia.org/wiki/Gerry_Goffin,"Gerry Goffin,Carole King,Barry Mann&Cynthia Weil",https://en.wikipedia.org/wiki/Gerry_Goffin
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Fun Home*,https://en.wikipedia.org/wiki/Fun_Home_(musical),Lisa Kron,https://en.wikipedia.org/wiki/Lisa_Kron,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Kron,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,An American in Paris,https://en.wikipedia.org/wiki/An_American_in_Paris_(musical),Craig Lucas,https://en.wikipedia.org/wiki/Craig_Lucas,George Gershwin,https://en.wikipedia.org/wiki/George_Gershwin,Ira Gershwin,https://en.wikipedia.org/wiki/Ira_Gershwin
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Something Rotten!,https://en.wikipedia.org/wiki/Something_Rotten!,Karey Kirkpatrick&John O'Farrell,https://en.wikipedia.org/wiki/Karey_Kirkpatrick,Karey &Wayne Kirkpatrick,https://en.wikipedia.org/wiki/Wayne_Kirkpatrick,Karey &Wayne Kirkpatrick,https://en.wikipedia.org/wiki/Wayne_Kirkpatrick
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,The Visit,https://en.wikipedia.org/wiki/The_Visit_(musical),Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally,John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Waitress,https://en.wikipedia.org/wiki/Waitress_(musical),Jessie Nelson,https://en.wikipedia.org/wiki/Jessie_Nelson_(filmmaker),Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,School of Rock,https://en.wikipedia.org/wiki/School_of_Rock_(musical),Julian Fellowes,https://en.wikipedia.org/wiki/Julian_Fellowes,Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,Glenn Slater,https://en.wikipedia.org/wiki/Glenn_Slater
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Shuffle Along,"https://en.wikipedia.org/wiki/Shuffle_Along,_or,_the_Making_of_the_Musical_Sensation_of_1921_and_All_That_Followed",George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,Eubie Blake&Noble Sissle,https://en.wikipedia.org/wiki/Eubie_Blake,Eubie Blake&Noble Sissle,https://en.wikipedia.org/wiki/Eubie_Blake
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Hamilton†,https://en.wikipedia.org/wiki/Hamilton_(musical),Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Bright Star,https://en.wikipedia.org/wiki/Bright_Star_(musical),Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin,Edie Brickell& Martin,https://en.wikipedia.org/wiki/Edie_Brickell,Brickell,
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Dear Evan Hansen,https://en.wikipedia.org/wiki/Dear_Evan_Hansen,Steven Levenson,https://en.wikipedia.org/wiki/Steven_Levenson,Benj Pasek & Justin Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul,Benj Pasek & Justin Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Come from Away,https://en.wikipedia.org/wiki/Come_from_Away,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Groundhog Day,https://en.wikipedia.org/wiki/Groundhog_Day_(musical),Danny Rubin,https://en.wikipedia.org/wiki/Danny_Rubin,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,"Natasha, Pierre & The Great Comet of 1812","https://en.wikipedia.org/wiki/Natasha,_Pierre_%26_The_Great_Comet_of_1812",Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy,Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy,Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(musical),Kyle Jarrow,https://en.wikipedia.org/wiki/Kyle_Jarrow,Various,,Various,
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Mean Girls,https://en.wikipedia.org/wiki/Mean_Girls_(musical),Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,Jeff Richmond,https://en.wikipedia.org/wiki/Jeff_Richmond,Nell Benjamin,https://en.wikipedia.org/wiki/Nell_Benjamin
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,The Band's Visit,https://en.wikipedia.org/wiki/The_Band%27s_Visit_(musical),Itamar Moses,https://en.wikipedia.org/wiki/Itamar_Moses,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Frozen,https://en.wikipedia.org/wiki/Frozen_(musical),Jennifer Lee,https://en.wikipedia.org/wiki/Jennifer_Lee_(filmmaker),Kristen Anderson-Lopez&Robert Lopez,https://en.wikipedia.org/wiki/Kristen_Anderson-Lopez,Kristen Anderson-Lopez&Robert Lopez,https://en.wikipedia.org/wiki/Kristen_Anderson-Lopez
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Hadestown,https://en.wikipedia.org/wiki/Hadestown,Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell,Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell,Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Ain't Too Proud,https://en.wikipedia.org/wiki/Ain%27t_Too_Proud,Dominique Morisseau,https://en.wikipedia.org/wiki/Dominique_Morisseau,The Temptations,https://en.wikipedia.org/wiki/The_Temptations,The Temptations,https://en.wikipedia.org/wiki/The_Temptations
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Beetlejuice,https://en.wikipedia.org/wiki/Beetlejuice_(musical),Scott Brown&Anthony King,https://en.wikipedia.org/wiki/Scott_Brown_(writer),Eddie Perfect,https://en.wikipedia.org/wiki/Eddie_Perfect,Eddie Perfect,https://en.wikipedia.org/wiki/Eddie_Perfect
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,The Prom,https://en.wikipedia.org/wiki/The_Prom_(musical),Chad Beguelin&Bob Martin,https://en.wikipedia.org/wiki/Chad_Beguelin,Matthew Sklar,https://en.wikipedia.org/wiki/Matthew_Sklar,Beguelin,
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Tootsie,https://en.wikipedia.org/wiki/Tootsie_(musical),Robert Horn,https://en.wikipedia.org/wiki/Robert_Horn_(writer),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
