year,season,season_link,winner,production,production_link,author,author_link
1986,40th Tony Awards,/wiki/40th_Tony_Awards,False,The House of Blue Leaves,https://en.wikipedia.org/wiki/The_House_of_Blue_Leaves,John Guare,https://en.wikipedia.org/wiki/John_Guare
1986,40th Tony Awards,/wiki/40th_Tony_Awards,True,I'm Not Rappaport,https://en.wikipedia.org/wiki/I%27m_Not_Rappaport,Herb Gardner,https://en.wikipedia.org/wiki/Herb_Gardner
1986,40th Tony Awards,/wiki/40th_Tony_Awards,False,Benefactors,https://en.wikipedia.org/wiki/Benefactors_(play),Michael Frayn,https://en.wikipedia.org/wiki/Michael_Frayn
1987,41st Tony Awards,/wiki/41st_Tony_Awards,True,Fences†,https://en.wikipedia.org/wiki/Fences_(play),August Wilson,https://en.wikipedia.org/wiki/August_Wilson
1987,41st Tony Awards,/wiki/41st_Tony_Awards,False,Broadway Bound*,https://en.wikipedia.org/wiki/Broadway_Bound,Neil Simon,https://en.wikipedia.org/wiki/Neil_Simon
1987,41st Tony Awards,/wiki/41st_Tony_Awards,False,Coastal Disturbances,https://en.wikipedia.org/wiki/Coastal_Disturbances,Tina Howe,https://en.wikipedia.org/wiki/Tina_Howe
1987,41st Tony Awards,/wiki/41st_Tony_Awards,False,Les Liaisons Dangereuses,https://en.wikipedia.org/wiki/Les_liaisons_dangereuses_(play),Christopher Hampton,https://en.wikipedia.org/wiki/Christopher_Hampton
1988,42nd Tony Awards,/wiki/42nd_Tony_Awards,True,M. Butterfly*,https://en.wikipedia.org/wiki/M._Butterfly,David Henry Hwang,https://en.wikipedia.org/wiki/David_Henry_Hwang
1988,42nd Tony Awards,/wiki/42nd_Tony_Awards,False,A Walk in the Woods*,https://en.wikipedia.org/wiki/A_Walk_in_the_Woods_(play),Lee Blessing,https://en.wikipedia.org/wiki/Lee_Blessing
1988,42nd Tony Awards,/wiki/42nd_Tony_Awards,False,Joe Turner's Come and Gone*,https://en.wikipedia.org/wiki/Joe_Turner%27s_Come_and_Gone,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
1988,42nd Tony Awards,/wiki/42nd_Tony_Awards,False,Speed-the-Plow,https://en.wikipedia.org/wiki/Speed-the-Plow,David Mamet,https://en.wikipedia.org/wiki/David_Mamet
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,True,The Heidi Chronicles†,https://en.wikipedia.org/wiki/The_Heidi_Chronicles,Wendy Wasserstein,https://en.wikipedia.org/wiki/Wendy_Wasserstein
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,False,Largely New York,,Bill Irwin,https://en.wikipedia.org/wiki/Bill_Irwin
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,False,Lend Me a Tenor,https://en.wikipedia.org/wiki/Lend_Me_a_Tenor,Ken Ludwig,https://en.wikipedia.org/wiki/Ken_Ludwig
1989,43rd Tony Awards,/wiki/43rd_Tony_Awards,False,Shirley Valentine,https://en.wikipedia.org/wiki/Shirley_Valentine,Willy Russell,https://en.wikipedia.org/wiki/Willy_Russell
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Prelude to a Kiss,https://en.wikipedia.org/wiki/Prelude_to_a_Kiss_(play),Craig Lucas,https://en.wikipedia.org/wiki/Craig_Lucas
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,The Piano Lesson†,https://en.wikipedia.org/wiki/The_Piano_Lesson,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
1990,44th Tony Awards,/wiki/44th_Tony_Awards,True,The Grapes of Wrath,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath_(play),Frank Galati,https://en.wikipedia.org/wiki/Frank_Galati
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Lettice and Lovage,https://en.wikipedia.org/wiki/Lettice_and_Lovage,Peter Shaffer,https://en.wikipedia.org/wiki/Peter_Shaffer
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Six Degrees of Separation*,https://en.wikipedia.org/wiki/Six_Degrees_of_Separation_(play),John Guare,https://en.wikipedia.org/wiki/John_Guare
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Shadowlands,https://en.wikipedia.org/wiki/Shadowlands_(play),William Nicholson,https://en.wikipedia.org/wiki/William_Nicholson_(writer)
1991,45th Tony Awards,/wiki/45th_Tony_Awards,True,Lost in Yonkers†,https://en.wikipedia.org/wiki/Lost_in_Yonkers,Neil Simon,https://en.wikipedia.org/wiki/Neil_Simon
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Our Country's Good,https://en.wikipedia.org/wiki/Our_Country%27s_Good,Timberlake Wertenbaker,https://en.wikipedia.org/wiki/Timberlake_Wertenbaker
1992,46th Tony Awards,/wiki/46th_Tony_Awards,True,Dancing at Lughnasa,https://en.wikipedia.org/wiki/Dancing_at_Lughnasa,Brian Friel,https://en.wikipedia.org/wiki/Brian_Friel
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Four Baboons Adoring the Sun,,John Guare,https://en.wikipedia.org/wiki/John_Guare
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Two Shakespearean Actors,,Richard Nelson,https://en.wikipedia.org/wiki/Richard_Nelson_(playwright)
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Two Trains Running*,https://en.wikipedia.org/wiki/Two_Trains_Running,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
1993,47th Tony Awards,/wiki/47th_Tony_Awards,True,Angels in America: Millennium Approaches†,https://en.wikipedia.org/wiki/Angels_in_America:_A_Gay_Fantasia_on_National_Themes,Tony Kushner,https://en.wikipedia.org/wiki/Tony_Kushner
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Someone Who'll Watch Over Me,https://en.wikipedia.org/wiki/Someone_Who%27ll_Watch_Over_Me,Frank McGuinness,https://en.wikipedia.org/wiki/Frank_McGuinness
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,The Sisters Rosensweig,https://en.wikipedia.org/wiki/The_Sisters_Rosensweig,Wendy Wasserstein,https://en.wikipedia.org/wiki/Wendy_Wasserstein
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,The Song of Jacob Zulu,https://en.wikipedia.org/wiki/The_Song_of_Jacob_Zulu,Tug Yourgrau,https://en.wikipedia.org/wiki/Tug_Yourgrau
1994,48th Tony Awards,/wiki/48th_Tony_Awards,True,Angels in America: Perestroika,https://en.wikipedia.org/wiki/Angels_in_America:_A_Gay_Fantasia_on_National_Themes,Tony Kushner,https://en.wikipedia.org/wiki/Tony_Kushner
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Broken Glass,https://en.wikipedia.org/wiki/Broken_Glass_(play),Arthur Miller,https://en.wikipedia.org/wiki/Arthur_Miller
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,The Kentucky Cycle†,https://en.wikipedia.org/wiki/The_Kentucky_Cycle,Robert Schenkkan,https://en.wikipedia.org/wiki/Robert_Schenkkan
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,"Twilight: Los Angeles, 1992","https://en.wikipedia.org/wiki/Twilight:_Los_Angeles,_1992",Anna Deavere Smith,https://en.wikipedia.org/wiki/Anna_Deavere_Smith
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Indiscretions,https://en.wikipedia.org/wiki/Les_Parents_terribles,Jean Cocteau,https://en.wikipedia.org/wiki/Jean_Cocteau
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Having Our Say,https://en.wikipedia.org/wiki/Having_Our_Say,Emily Mann,https://en.wikipedia.org/wiki/Emily_Mann_(director)
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Arcadia,https://en.wikipedia.org/wiki/Arcadia_(play),Tom Stoppard,https://en.wikipedia.org/wiki/Tom_Stoppard
1995,49th Tony Awards,/wiki/49th_Tony_Awards,True,Love! Valour! Compassion!,https://en.wikipedia.org/wiki/Love!_Valour!_Compassion!,Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally
1996,50th Tony Awards,/wiki/50th_Tony_Awards,True,Master Class,https://en.wikipedia.org/wiki/Master_Class,Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Buried Child,https://en.wikipedia.org/wiki/Buried_Child,Sam Shepard,https://en.wikipedia.org/wiki/Sam_Shepard
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Racing Demon,https://en.wikipedia.org/wiki/Racing_Demon_(play),David Hare,https://en.wikipedia.org/wiki/David_Hare_(playwright)
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Seven Guitars*,https://en.wikipedia.org/wiki/Seven_Guitars,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
1997,51st Tony Awards,/wiki/51st_Tony_Awards,True,The Last Night of Ballyhoo*,https://en.wikipedia.org/wiki/The_Last_Night_of_Ballyhoo,Alfred Uhry,https://en.wikipedia.org/wiki/Alfred_Uhry
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Skylight,https://en.wikipedia.org/wiki/Skylight_(play),David Hare,https://en.wikipedia.org/wiki/David_Hare_(playwright)
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Stanley,https://en.wikipedia.org/wiki/Stanley_(play),Pam Gems,https://en.wikipedia.org/wiki/Pam_Gems
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,The Young Man From Atlanta†,https://en.wikipedia.org/wiki/The_Young_Man_From_Atlanta,Horton Foote,https://en.wikipedia.org/wiki/Horton_Foote
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,True,'Art',https://en.wikipedia.org/wiki/Art_(play),Yasmina Reza,https://en.wikipedia.org/wiki/Yasmina_Reza
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Freak,https://en.wikipedia.org/wiki/Freak_(play),John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Golden Child,https://en.wikipedia.org/wiki/Golden_Child_(play),David Henry Hwang,https://en.wikipedia.org/wiki/David_Henry_Hwang
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,The Beauty Queen of Leenane,https://en.wikipedia.org/wiki/The_Beauty_Queen_of_Leenane,Martin McDonagh,https://en.wikipedia.org/wiki/Martin_McDonagh
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Not About Nightingales,https://en.wikipedia.org/wiki/Not_About_Nightingales,Tennessee Williams,https://en.wikipedia.org/wiki/Tennessee_Williams
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,The Lonesome West,https://en.wikipedia.org/wiki/The_Lonesome_West,Martin McDonagh,https://en.wikipedia.org/wiki/Martin_McDonagh
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,True,Side Man*,https://en.wikipedia.org/wiki/Side_Man,Warren Leight,https://en.wikipedia.org/wiki/Warren_Leight
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Closer,https://en.wikipedia.org/wiki/Closer_(play),Patrick Marber,https://en.wikipedia.org/wiki/Patrick_Marber
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,True West,https://en.wikipedia.org/wiki/True_West_(play),Sam Shepard,https://en.wikipedia.org/wiki/Sam_Shepard
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,The Ride Down Mt. Morgan,https://en.wikipedia.org/wiki/The_Ride_Down_Mt._Morgan,Arthur Miller,https://en.wikipedia.org/wiki/Arthur_Miller
2000,54th Tony Awards,/wiki/54th_Tony_Awards,True,Copenhagen,https://en.wikipedia.org/wiki/Copenhagen_(play),Michael Frayn,https://en.wikipedia.org/wiki/Michael_Frayn
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Dirty Blonde,https://en.wikipedia.org/wiki/Dirty_Blonde_(play),Claudia Shear,https://en.wikipedia.org/wiki/Claudia_Shear
2001,55th Tony Awards,/wiki/55th_Tony_Awards,True,Proof†,https://en.wikipedia.org/wiki/Proof_(play),David Auburn,https://en.wikipedia.org/wiki/David_Auburn
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,King Hedley II*,https://en.wikipedia.org/wiki/King_Hedley_II,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,The Invention of Love,https://en.wikipedia.org/wiki/The_Invention_of_Love,Tom Stoppard,https://en.wikipedia.org/wiki/Tom_Stoppard
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,The Tale of the Allergist's Wife,https://en.wikipedia.org/wiki/The_Tale_of_the_Allergist%27s_Wife,Charles Busch,https://en.wikipedia.org/wiki/Charles_Busch
2002,56th Tony Awards,/wiki/56th_Tony_Awards,True,"The Goat, or Who Is Sylvia?*","https://en.wikipedia.org/wiki/The_Goat,_or_Who_Is_Sylvia%3F",Edward Albee,https://en.wikipedia.org/wiki/Edward_Albee
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Fortune's Fool,https://en.wikipedia.org/wiki/Fortune%27s_Fool,Mike Poulton,https://en.wikipedia.org/wiki/Mike_Poulton
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Metamorphoses,https://en.wikipedia.org/wiki/Metamorphoses_(play),Mary Zimmerman,https://en.wikipedia.org/wiki/Mary_Zimmerman
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Topdog/Underdog†,https://en.wikipedia.org/wiki/Topdog/Underdog,Suzan-Lori Parks,https://en.wikipedia.org/wiki/Suzan-Lori_Parks
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,"Say Goodnight, Gracie","https://en.wikipedia.org/wiki/Say_Goodnight,_Gracie",Rupert Holmes,https://en.wikipedia.org/wiki/Rupert_Holmes
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Take Me Out*,https://en.wikipedia.org/wiki/Take_Me_Out_(play),Richard Greenberg,https://en.wikipedia.org/wiki/Richard_Greenberg
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Enchanted April,https://en.wikipedia.org/wiki/Enchanted_April_(2003_play),Matthew Barber,
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Vincent in Brixton,https://en.wikipedia.org/wiki/Vincent_in_Brixton,Nicholas Wright,https://en.wikipedia.org/wiki/Nicholas_Wright_(playwright)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,The Retreat from Moscow,https://en.wikipedia.org/wiki/The_Retreat_from_Moscow,William Nicholson,https://en.wikipedia.org/wiki/William_Nicholson_(writer)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Frozen,https://en.wikipedia.org/wiki/Frozen_(play),Bryony Lavery,https://en.wikipedia.org/wiki/Bryony_Lavery
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,I Am My Own Wife†,https://en.wikipedia.org/wiki/I_Am_My_Own_Wife,Doug Wright,https://en.wikipedia.org/wiki/Doug_Wright
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Anna in the Tropics†,https://en.wikipedia.org/wiki/Anna_in_the_Tropics,Nilo Cruz,https://en.wikipedia.org/wiki/Nilo_Cruz
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Doubt†,https://en.wikipedia.org/wiki/Doubt:_A_Parable,John Patrick Shanley,https://en.wikipedia.org/wiki/John_Patrick_Shanley
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Democracy,https://en.wikipedia.org/wiki/Democracy_(play),Michael Frayn,https://en.wikipedia.org/wiki/Michael_Frayn
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Gem of the Ocean,https://en.wikipedia.org/wiki/Gem_of_the_Ocean,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,The Pillowman,https://en.wikipedia.org/wiki/The_Pillowman,Martin McDonagh,https://en.wikipedia.org/wiki/Martin_McDonagh
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,The History Boys,https://en.wikipedia.org/wiki/The_History_Boys,Alan Bennett,https://en.wikipedia.org/wiki/Alan_Bennett
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Rabbit Hole†,https://en.wikipedia.org/wiki/Rabbit_Hole,David Lindsay-Abaire,https://en.wikipedia.org/wiki/David_Lindsay-Abaire
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Shining City,https://en.wikipedia.org/wiki/Shining_City,Conor McPherson,https://en.wikipedia.org/wiki/Conor_McPherson
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Lieutenant of Inishmore,https://en.wikipedia.org/wiki/The_Lieutenant_of_Inishmore,Martin McDonagh,https://en.wikipedia.org/wiki/Martin_McDonagh
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Radio Golf,https://en.wikipedia.org/wiki/Radio_Golf,August Wilson,https://en.wikipedia.org/wiki/August_Wilson
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,The Little Dog Laughed,https://en.wikipedia.org/wiki/The_Little_Dog_Laughed_(play),Douglas Carter Beane,https://en.wikipedia.org/wiki/Douglas_Carter_Beane
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,The Coast of Utopia,https://en.wikipedia.org/wiki/The_Coast_of_Utopia,Tom Stoppard,https://en.wikipedia.org/wiki/Tom_Stoppard
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Frost/Nixon,https://en.wikipedia.org/wiki/Frost/Nixon_(play),Peter Morgan,https://en.wikipedia.org/wiki/Peter_Morgan
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,August: Osage County†,https://en.wikipedia.org/wiki/August:_Osage_County,Tracy Letts,https://en.wikipedia.org/wiki/Tracy_Letts
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Rock 'n' Roll,https://en.wikipedia.org/wiki/Rock_%27n%27_Roll_(play),Tom Stoppard,https://en.wikipedia.org/wiki/Tom_Stoppard
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,The 39 Steps,https://en.wikipedia.org/wiki/The_39_Steps_(play),Patrick Barlow,https://en.wikipedia.org/wiki/Patrick_Barlow
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,The Seafarer,https://en.wikipedia.org/wiki/The_Seafarer_(play),Conor McPherson,https://en.wikipedia.org/wiki/Conor_McPherson
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,reasons to be pretty,https://en.wikipedia.org/wiki/Reasons_to_be_pretty,Neil LaBute,https://en.wikipedia.org/wiki/Neil_LaBute
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Dividing the Estate,https://en.wikipedia.org/wiki/Dividing_the_Estate,Horton Foote,https://en.wikipedia.org/wiki/Horton_Foote
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,God of Carnage,https://en.wikipedia.org/wiki/God_of_Carnage,Yasmina Reza,https://en.wikipedia.org/wiki/Yasmina_Reza
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,33 Variations,https://en.wikipedia.org/wiki/33_Variations,Moisés Kaufman,https://en.wikipedia.org/wiki/Mois%C3%A9s_Kaufman
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Red,https://en.wikipedia.org/wiki/Red_(play),John Logan,https://en.wikipedia.org/wiki/John_Logan_(writer)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,In the Next Room (or The Vibrator Play)*,https://en.wikipedia.org/wiki/In_the_Next_Room_(or_The_Vibrator_Play),Sarah Ruhl,https://en.wikipedia.org/wiki/Sarah_Ruhl
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Next Fall,https://en.wikipedia.org/wiki/Next_Fall,Geoffrey Nauffts,
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Time Stands Still,https://en.wikipedia.org/wiki/Time_Stands_Still_(play),Donald Margulies,https://en.wikipedia.org/wiki/Donald_Margulies
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,War Horse,https://en.wikipedia.org/wiki/War_Horse_(play),Nick Stafford,https://en.wikipedia.org/wiki/Nick_Stafford
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Good People,https://en.wikipedia.org/wiki/Good_People_(play),David Lindsay-Abaire,https://en.wikipedia.org/wiki/David_Lindsay-Abaire
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Jerusalem,https://en.wikipedia.org/wiki/Jerusalem_(play),Jez Butterworth,https://en.wikipedia.org/wiki/Jez_Butterworth
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,The Motherfucker with the Hat,https://en.wikipedia.org/wiki/The_Motherfucker_with_the_Hat,Stephen Adly Guirgis,https://en.wikipedia.org/wiki/Stephen_Adly_Guirgis
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Clybourne Park†,https://en.wikipedia.org/wiki/Clybourne_Park,Bruce Norris,https://en.wikipedia.org/wiki/Bruce_Norris_(playwright)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Other Desert Cities*,https://en.wikipedia.org/wiki/Other_Desert_Cities,Jon Robin Baitz,https://en.wikipedia.org/wiki/Jon_Robin_Baitz
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Peter and the Starcatcher,https://en.wikipedia.org/wiki/Peter_and_the_Starcatcher,Rick Elice,https://en.wikipedia.org/wiki/Rick_Elice
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Venus in Fur,https://en.wikipedia.org/wiki/Venus_in_Fur,David Ives,https://en.wikipedia.org/wiki/David_Ives
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,The Assembled Parties,https://en.wikipedia.org/wiki/The_Assembled_Parties,Richard Greenberg,https://en.wikipedia.org/wiki/Richard_Greenberg
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,The Testament of Mary,https://en.wikipedia.org/wiki/The_Testament_of_Mary_(play),Colm Toibin,https://en.wikipedia.org/wiki/Colm_Toibin
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Lucky Guy,https://en.wikipedia.org/wiki/Lucky_Guy_(play),Nora Ephron,https://en.wikipedia.org/wiki/Nora_Ephron
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Vanya and Sonia and Masha and Spike,https://en.wikipedia.org/wiki/Vanya_and_Sonia_and_Masha_and_Spike,Christopher Durang,https://en.wikipedia.org/wiki/Christopher_Durang
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,All the Way,https://en.wikipedia.org/wiki/All_the_Way_(play),Robert Schenkkan,https://en.wikipedia.org/wiki/Robert_Schenkkan
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Act One,https://en.wikipedia.org/wiki/Act_One_(play),James Lapine,https://en.wikipedia.org/wiki/James_Lapine
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Casa Valentina,https://en.wikipedia.org/wiki/Casa_Valentina,Harvey Fierstein,https://en.wikipedia.org/wiki/Harvey_Fierstein
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Mothers and Sons,https://en.wikipedia.org/wiki/Mothers_and_Sons_(play),Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Outside Mullingar,https://en.wikipedia.org/wiki/Outside_Mullingar,John Patrick Shanley,https://en.wikipedia.org/wiki/John_Patrick_Shanley
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,The Curious Incident of the Dog in the Night-Time,https://en.wikipedia.org/wiki/The_Curious_Incident_of_the_Dog_in_the_Night-Time_(play),Simon Stephens,https://en.wikipedia.org/wiki/Simon_Stephens
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Disgraced†,https://en.wikipedia.org/wiki/Disgraced,Ayad Akhtar,https://en.wikipedia.org/wiki/Ayad_Akhtar
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Hand to God,https://en.wikipedia.org/wiki/Hand_to_God_(play),Robert Askins,
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,"Wolf Hall, Parts One & Two",https://en.wikipedia.org/wiki/Wolf_Hall_(play),Hilary Mantel&Mike Poulton,https://en.wikipedia.org/wiki/Hilary_Mantel
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,King Charles III,https://en.wikipedia.org/wiki/King_Charles_III_(play),Mike Bartlett,https://en.wikipedia.org/wiki/Mike_Bartlett_(playwright)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,The Humans*,https://en.wikipedia.org/wiki/The_Humans_(play),Stephen Karam,https://en.wikipedia.org/wiki/Stephen_Karam
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Eclipsed,https://en.wikipedia.org/wiki/Eclipsed_(play),Danai Gurira,https://en.wikipedia.org/wiki/Danai_Gurira
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,The Father,https://en.wikipedia.org/wiki/Le_P%C3%A8re,Florian Zeller,https://en.wikipedia.org/wiki/Florian_Zeller
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Sweat†,https://en.wikipedia.org/wiki/Sweat_(play),Lynn Nottage,https://en.wikipedia.org/wiki/Lynn_Nottage
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Indecent,https://en.wikipedia.org/wiki/Indecent_(play),Paula Vogel,https://en.wikipedia.org/wiki/Paula_Vogel
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Oslo,https://en.wikipedia.org/wiki/Oslo_(play),J. T. Rogers,https://en.wikipedia.org/wiki/J._T._Rogers
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,"A Doll's House, Part 2","https://en.wikipedia.org/wiki/A_Doll%27s_House,_Part_2",Lucas Hnath,https://en.wikipedia.org/wiki/Lucas_Hnath
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,Harry Potter and the Cursed Child,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Cursed_Child,Jack Thorne,https://en.wikipedia.org/wiki/Jack_Thorne
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,The Children,https://en.wikipedia.org/wiki/The_Children_(play),Lucy Kirkwood,https://en.wikipedia.org/wiki/Lucy_Kirkwood
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Farinelli and the King,https://en.wikipedia.org/wiki/Farinelli_and_the_King,Claire van Kampen,https://en.wikipedia.org/wiki/Claire_van_Kampen
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Junk,https://en.wikipedia.org/wiki/Junk:_The_Golden_Age_of_Debt,Ayad Akhtar,https://en.wikipedia.org/wiki/Ayad_Akhtar
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Latin History for Morons,,John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Ink,https://en.wikipedia.org/wiki/Ink_(play),James Graham,https://en.wikipedia.org/wiki/James_Graham_(playwright)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Gary: A Sequel to Titus Andronicus,https://en.wikipedia.org/wiki/Gary:_A_Sequel_to_Titus_Andronicus,Taylor Mac,https://en.wikipedia.org/wiki/Taylor_Mac
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,What the Constitution Means to Me*,https://en.wikipedia.org/wiki/What_the_Constitution_Means_to_Me,Heidi Schreck,https://en.wikipedia.org/wiki/Heidi_Schreck
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,The Ferryman,https://en.wikipedia.org/wiki/The_Ferryman_(play),Jez Butterworth,https://en.wikipedia.org/wiki/Jez_Butterworth
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Choir Boy,https://en.wikipedia.org/wiki/Choir_Boy,Tarell Alvin McCraney,https://en.wikipedia.org/wiki/Tarell_Alvin_McCraney
